State.Abb	State	Year	Geography	pop_mi	r_gdp	pc_rgdp	m_gdp	coal	petro	gas	resid	comm	indust	electric	transport	pc_CO2	PVG	Party	cdays	hdays	m_cdd	m_hdd	senate	house	lcv	m_lcv	price	m_price	expend	m_expend	LandArea	pdensity	mp_density	coal_con	petro_con	gas_con	energy_con	pc_energy	pc_coal	pc_petro	pc_gas	pc_comm	pc_res	pc_ind	pc_elec	pc_trans	pc_coal_con	pc_petro_con	pc_gas_con	in_class	HDD	CDD	HL_Price	HL_Expend	HL_LCV	HL_density
CA	California	2015	Coastal	38.904	2357453	60596	51973.52	3	224.3	124.2	23.4	18.6	70.5	44.1	194.8	9	23.74562233	Dem	1158	2342	1230.52	4984.78	94	69	163	80.78	22.14	17.9764	3088.6	3909.30784313726	155779	249.738411467528	200.03863987351	30967	3201112	2384061	5616140	144	0.0771128932757557	5.76547398725067	3.19247378161629	0.478099938309685	0.601480567550894	1.81215299198026	1.13355953115361	5.0071972033724	0.795984988690109	82.2823360065803	61.2806138186305	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2016	Coastal	39.149	2427895	62016	52066.38	3.1	233.2	117.1	24.1	18.8	71.7	36.5	202.3	9	23.74562233	Dem	1024	2438	1306.5	4767.44	88	71	159	88.86	20.16	16.5642	2842.3	3538.97647058824	155779	251.311152337606	200.850580112926	32077	3315378	2248939	5596394	142	0.0791846535032823	5.95672941837595	2.99113642749496	0.480216608342486	0.615596822396485	1.83146440522108	0.932335436409615	5.16743722700452	0.81935681626606	84.6861477943242	57.4456307951672	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2017	Coastal	39.338	2541769	64613	52622.04	3.2	239.3	114.1	25.1	18.9	71.6	32.9	208	9.1	32.25644109	Dem	1166	2442	1163.24	4809.84	100	72	172	85.98	21.97	17.916	3133	3850.19411764706	155779	252.524409580239	201.603926895139	33663	3392689	2190994	5617346	142	0.0813462809497178	6.08317657227109	2.90050333011338	0.480451471859271	0.638059891199349	1.82012303624994	0.836341451014286	5.28750826173166	0.855737454878235	86.2445726778179	55.6966292134831	Rich	Low_hdays	High_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2018	Coastal	39.437	2643576	67032	53597.7	3.2	240.4	115	24.8	19.6	71.5	33.6	209.1	9.1	32.25644109	Dem	1102	2539	1338.6	5272.34	96	68	164	89.9	24.45	19.3318	3482.7	4291.2137254902	155779	253.15992527876	202.279628777154	33256	3409954	2209801	5653011	143	0.0811420747014225	6.09579836194437	2.91604330958237	0.496995207546213	0.628851078936025	1.81301823160991	0.851991784364937	5.30212744377108	0.843269011334534	86.4658569363795	56.0336993178994	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2019	Coastal	39.438	2739343	69459	54325.96	3	239.8	115.5	27.1	20.1	71	31.1	209	9.1	32.25644109	Dem	894	2946	1250.52	5348.12	86	83	169	103.16	24.68	18.6638	3531.7	4110.93529411765	155779	253.16634462925	202.756197312216	30886	3395439	2218732	5645057	143	0.0760687661646128	6.08043004209138	2.92864749733759	0.509660733302906	0.687154521020336	1.8002941325625	0.788579542573153	5.29945737613469	0.783153303920077	86.0956184390689	56.2587352299812	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2020	Coastal	39.5	2663666	67434	51890.3	2.7	189	112.1	26.6	18.4	64.6	33.6	160.5	7.7	32.25644109	Dem	1206	2564	1248.86	4890.32	88	85	173	98.78	23.65	17.0628	2899.4	3386.77647058824	155779	253.564344359638	206.454118937395	28034	2688622	2151068	4867724	123	0.0683544303797468	4.78481012658228	2.8379746835443	0.465822784810127	0.673417721518987	1.63544303797468	0.850632911392405	4.06329113924051	0.709721518987342	68.0663797468354	54.457417721519	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CA	California	2021	Coastal	39.143	2874731	73441	54651.36	2.7	208.1	113.3	26.2	19.4	63.9	35.3	179.1	8.3	29.2	Dem	1144	2683	1255.84	4869.6	100	81	181	112.52	28.43	20.574	3837.3	4351.23529411765	155779	251.272636234666	206.761006367797	28244	2969515	2172757	5170516	132	0.0689778504458013	5.31640395473009	2.89451498352196	0.495618629129091	0.669340622844442	1.63247579388396	0.901821526198809	4.57553074623815	0.721559410367115	75.8632450246532	55.5081879263214	Rich	Low_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CO	Colorado	1997	NonCoastal	4.018	184185	45839	41476.18	34.4	25.1	16.7	6.3	4.2	8.6	34.3	22.7	19	-1.51841526	Rep	262	7457	990.12	5472.02	15	34	49	88.7	8.79	9.0624	1658.7	2183.80196078431	103642	38.7680669998649	178.166945607596	362423	371516	311900	1045839	260	8.56147336983574	6.24688899950224	4.15629666500747	1.04529616724739	1.56794425087108	2.14036834245894	8.53658536585366	5.6495769039323	90.1998506719761	92.4629168740667	77.6256844201095	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	1998	NonCoastal	4.117	200680	48744	42624.14	34.7	26.3	17.4	6	3.8	9.1	35.7	23.8	19	-1.51841526	Rep	319	6972	1221.34	4833.28	7	36	43	87.46	8.13	8.459	1573.2	2011.34705882353	103642	39.7232782076764	179.746327352354	364889	402345	328897	1096131	266	8.42846733058052	6.38814670876852	4.22637843089628	0.923002186057809	1.45737187272286	2.21034734029633	8.671362642701	5.78090842846733	88.6298275443284	97.727714355113	79.8875394704882	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	1999	NonCoastal	4.226	215295	50945	43908.46	34.7	28.3	17.5	6.4	3.8	8.9	35.9	25.3	19.04	-1.51841526	Rep	265	6770	1121.18	5000.2	0	41	41	84.12	8.74	8.7824	1652.3	2123.92941176471	103642	40.774975396075	181.395990598757	364236	412819	330896	1107951	262	8.21107430194037	6.69663984855656	4.14103170847137	0.89919545669664	1.51443445338381	2.10601041173687	8.49503076194983	5.98674869853289	86.189304306673	97.6855182205395	78.3000473260767	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2000	NonCoastal	4.327	231590	53522	45035.54	36.9	29.2	19.4	6.9	3.8	9.5	39.5	25.8	19.76	-1.51841526	Rep	417	6878	1096.48	5322.76	3	43	46	86.06	10.25	10.5014	2001.7	2574.42156862745	103642	41.7494838000039	183.093000477138	387879	438600	366094	1192573	275	8.52784839380633	6.74832447423157	4.48347584931823	0.878206609660273	1.59463831754102	2.19551652415068	9.12872660041599	5.96256066558817	89.6415530390571	101.363531314999	84.6068869886758	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2001	NonCoastal	4.426	234979	53090	45094.12	38.1	30.8	24.4	7.3	4.4	12.8	41.8	27	21.08	-8.971671521	Rep	398	6880	1116.62	5075.8	6	37	43	90.08	10.72	10.9236	2252.8	2580.99607843137	103642	42.7046950078154	184.57483362918	400028	453248	464062	1317338	297	8.60822413014008	6.95887934929959	5.51287844554903	0.994125621328513	1.64934478084049	2.89200180750113	9.44419340262088	6.1003163126977	90.3813827383642	102.405784003615	104.849073655671	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2002	NonCoastal	4.49	235417	52431	45644.56	37.3	30.2	24.2	7.6	4.4	12.3	40.6	26.8	20.4	-8.971671521	Rep	446	7234	1208.78	5216.14	8	41	49	86.52	9.6	10.3344	1956.7	2444.79803921569	103642	43.3222052835723	186.046846831836	390480	434502	457708	1282690	285	8.30734966592427	6.7260579064588	5.38975501113586	0.979955456570156	1.69265033407572	2.73942093541203	9.04231625835189	5.96881959910913	86.9665924276169	96.7710467706013	101.939420935412	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2003	NonCoastal	4.529	237782	52502	46520.34	37.7	30.2	23.1	7.7	4.2	11.7	40.8	26.6	20.1	-8.971671521	Rep	412	6844	1110	5364.18	5	34	39	83.46	10.79	11.523	2188.2	2731.26078431373	103642	43.6985006078617	187.341174859819	394163	457424	436873	1288460	284	8.32413336277324	6.66813866195628	5.10046367851623	0.927357032457496	1.70015455950541	2.58335173327445	9.00861117244425	5.87326120556414	87.0309119010819	100.998896003533	96.4612497240009	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2004	NonCoastal	4.575	240748	52622	47938.68	37.3	32.9	23.3	7.3	4.1	12.1	40.8	29.2	20.4	-8.971671521	Rep	160	6966	1040.6	5199.5	0	30	30	89.66	12.48	13.0056	2581	3150.56470588235	103642	44.142336118562	188.603482018774	390186	490984	440720	1321890	288	8.15300546448087	7.19125683060109	5.09289617486339	0.896174863387978	1.59562841530055	2.6448087431694	8.91803278688525	6.38251366120219	85.2865573770492	107.318907103825	96.3322404371585	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2005	NonCoastal	4.632	251558	54308	49166.98	37	33.5	25.3	7.6	4.1	13.1	41.1	29.8	20.7	-4.732853031	Rep	330	6836	1209.9	5189.64	43	41	84	88.58	15.15	15.5804	3163.9	3777.48235294118	103642	44.692306207908	189.600863237592	386670	489645	478520	1354835	292	7.98791018998273	7.23229706390328	5.46200345423143	0.885146804835924	1.64075993091537	2.82815198618307	8.87305699481865	6.43350604490501	83.4779792746114	105.709196891192	103.307426597582	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2006	NonCoastal	4.72	257430	54540	50147.58	37.6	34.6	24.4	7.2	3.8	13	42	30.6	20.5	-4.732853031	Rep	372	6927	1169.02	4884.82	50	40	90	91.3	16.94	17.5066	3455.1	4183.70392156863	103642	45.5413828370738	190.617610992085	394348	506709	458911	1359968	288	7.96610169491526	7.33050847457627	5.16949152542373	0.805084745762712	1.52542372881356	2.75423728813559	8.89830508474576	6.48305084745763	83.5483050847458	107.353601694915	97.226906779661	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2007	NonCoastal	4.804	266888	55555	50533.24	37.1	35	27.2	7.9	3.8	13.1	43.4	31.2	20.7	-4.732853031	Rep	403	7158	1228.26	5164.58	47	53	100	105.14	17.06	18.4852	3545.2	4448.66274509804	103642	46.3518650740047	191.656045482065	388586	513431	512841	1414858	294	7.72273105745212	7.28559533721898	5.66194837635304	0.791007493755204	1.64446294754371	2.72689425478768	9.03413821815154	6.49458784346378	80.8880099916736	106.875728559534	106.752914238135	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2008	NonCoastal	4.89	270981	55415	50263.36	36.8	33.7	26.9	8.1	4.6	13.7	41.5	29.6	19.9	-4.732853031	Rep	296	7456	1077.4	5484.22	59	51	110	113	19.81	21.6806	4000.3	5054.39411764706	103642	47.1816445070531	192.886972390763	385416	486432	508491	1380339	282	7.52556237218814	6.89161554192229	5.50102249488753	0.940695296523517	1.65644171779141	2.80163599182004	8.48670756646217	6.05316973415133	78.8171779141104	99.4748466257669	103.985889570552	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	Low_LCV	Low_Density
CO	Colorado	2009	NonCoastal	4.972	264966	53291	48722.68	33.4	32	27.9	7.7	4.72	13.2	38.8	28.8	18.8	9.101615316	Dem	188	7356	1018.6	5450.84	100	66	166	121.62	15.52	17.508	2951.2	3821.13725490196	103642	47.9728295478667	194.082993440119	350224	465666	525999	1341889	269	6.71761866452132	6.43604183427192	5.61142397425583	0.949316170555109	1.54867256637168	2.65486725663717	7.80370072405471	5.79243765084473	70.4392598551891	93.6576830249397	105.792236524537	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2010	NonCoastal	5.048	267859	53062	49301.36	36.5	32.7	26.7	7.9	4.3	14.3	40.3	29.2	19	9.101615316	Dem	350	7061	1275.38	5315.52	50	60	110	104.08	17.54	19.236	3381.6	4309.70588235294	103642	48.7061230003281	195.294706859939	382623	483122	505628	1371373	271	7.23058637083994	6.47781299524564	5.2892234548336	0.851822503961965	1.56497622820919	2.83280507131537	7.98335974643423	5.78446909667195	75.7969492868463	95.7056259904913	100.164025356577	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2011	NonCoastal	5.122	271701	53045	49775.06	35.2	32.1	25.2	7.9	4	12.9	39.3	28.5	18.1	9.101615316	Dem	424	7399	1249.74	5250.4	100	42	142	97.44	21.32	22.3382	3798.1	4975.67843137255	103642	49.420119256672	196.342957486881	368871	463660	477208	1309739	255	6.87231550175713	6.26708317063647	4.9199531433034	0.780944943381492	1.54236626317845	2.51854744240531	7.67278406872315	5.56423272159313	72.0169855525185	90.5232331120656	93.1682936352987	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2012	NonCoastal	5.194	276823	53296	50379.26	35.4	31.8	24	7.1	3.4	13.1	39.5	28.2	17.6	9.101615316	Dem	499	6402	1287.84	4644.16	97	45	142	95.16	21.84	22.6204	3740	4850.32941176471	103642	50.1148183168986	197.361199995736	370085	458509	456471	1285065	247	6.81555641124374	6.12244897959184	4.62071621101271	0.6546014632268	1.36696187909126	2.52214093184444	7.60492876395841	5.42934154793993	71.2524066230266	88.2766653831344	87.8842895648826	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2013	NonCoastal	5.271	286259	54308	50390.74	34.7	32.1	25.3	8.2	3.7	13.1	39	28.2	17.5	5.496014304	Dem	364	7483	1101.04	5465.1	92	39	131	97.32	21.18	22.1752	3773.2	4867.92941176471	103642	50.8577603674186	198.298906636473	363532	464287	480875	1308694	248	6.58319104534244	6.08992601024474	4.79984822614305	0.701954088408272	1.55568203376968	2.48529690760766	7.39897552646557	5.35002845759818	68.968317207361	88.083285904003	91.2303168279264	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2014	NonCoastal	5.353	298655	55792	51197.88	33.5	33.2	26.1	8.1	3.7	13.9	38.1	29	17.3	5.496014304	Dem	261	7154	1065.9	5530.84	70	38	108	83.44	21.33	22.1126	3817.4	4916.12352941177	103642	51.6489454082322	199.228308844972	350526	480827	497182	1328535	248	6.25817298711003	6.20212964692696	4.87577059592752	0.691201195591257	1.51317018494302	2.5966747618158	7.11750420325051	5.41752288436391	65.4821595367084	89.8238371006912	92.8791331963385	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2015	NonCoastal	5.454	312410	57280	51973.52	32.5	33.1	25.7	7.5	4	14.2	37	28.6	16.7	5.496014304	Dem	338	6668	1230.52	4984.78	50	40	90	80.78	17.21	17.9764	3004.6	3909.30784313726	103642	52.6234538121611	200.03863987351	340107	479850	490642	1310599	240	5.95892922625596	6.06894022735607	4.71213788045471	0.733406674000733	1.37513751375138	2.6035936927026	6.78401173450678	5.24385771910524	62.3591859185919	87.981298129813	89.960029336267	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2016	NonCoastal	5.544	318953	57531	52066.38	30.7	33.3	24.4	7.5	3.9	12.2	35.6	29.2	16	5.496014304	Dem	358	6675	1306.5	4767.44	65	43	108	88.86	15.75	16.5642	2723.3	3538.97647058824	103642	53.4918276374443	200.850580112926	321476	482014	464749	1268239	228	5.53751803751804	6.00649350649351	4.4011544011544	0.703463203463203	1.35281385281385	2.2005772005772	6.42135642135642	5.26695526695527	57.9862914862915	86.9433621933622	83.8291847041847	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2017	NonCoastal	5.617	329961	58743	52622.04	30.2	34.3	24.3	7.3	4.1	12.7	35.2	29.5	15.8	5.366666745	Dem	318	6480	1163.24	4809.84	42	44	86	85.98	17.2	17.916	2955.7	3850.19411764706	103642	54.1961752957295	201.603926895139	315835	489738	462135	1267708	225	5.37653551717999	6.10646252447926	4.3261527505786	0.72992700729927	1.29962613494748	2.26099341285384	6.26669040413032	5.25191383300694	56.2284137439915	87.1885348050561	82.2743457361581	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2018	NonCoastal	5.697	342536	60125	53597.7	27.2	35.5	27.3	8	4.2	13.2	34.2	30.5	15.8	5.366666745	Dem	395	6871	1338.6	5272.34	54	40	94	89.9	18.5	19.3318	3285.8	4291.2137254902	103642	54.9680631404257	202.279628777154	284474	512429	518088	1314991	230	4.77444268913463	6.23134983324557	4.79199578725645	0.737230121116377	1.40424784974548	2.31700895208004	6.00315955766193	5.35369492715464	49.934000351062	89.9471651746533	90.940494997367	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2019	NonCoastal	5.758	356774	61961	54325.96	26.1	36.4	29.2	9	4.7	13.4	33.5	31.2	15.9	5.366666745	Dem	372	7500	1250.52	5348.12	61	57	118	103.16	17.77	18.6638	3262.8	4110.93529411765	103642	55.5566276220065	202.756197312216	273338	526331	553842	1353511	235	4.53282389718652	6.32163945814519	5.07120527961098	0.816255644320945	1.56304272316777	2.32719694338312	5.8179923584578	5.41854810698159	47.4709968739146	91.4086488364015	96.186523098298	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2020	NonCoastal	5.784	346011	59822	51890.3	20.8	30	29.1	8.5	4.3	12.9	28.6	25.6	13.8	5.366666745	Dem	452	6817	1248.86	4890.32	46	59	105	98.78	16.47	17.0628	2674.3	3386.77647058824	103642	55.8074911715328	206.454118937395	217082	437992	552271	1207345	208	3.59612724757953	5.18672199170125	5.03112033195021	0.743430152143845	1.46957123098202	2.23029045643154	4.94467496542185	4.42600276625173	37.5314661134163	75.7247579529737	95.4825380359613	Rich	High_hdays	Low_cdays	Low_P	Low_ExP	High_LCV	Low_Density
CO	Colorado	2021	NonCoastal	5.811	373763	64319	54651.36	24.2	33.5	27.7	8.3	4.4	13.2	30.6	28.9	14.7	13.5	Dem	427	6724	1255.84	4869.6	97	60	157	112.52	20.61	20.574	3523.2	4351.23529411765	103642	56.0680033191177	206.761006367797	252442	489206	526513	1268161	218	4.16451557391155	5.76492858372053	4.76682154534504	0.7571846498021	1.42832558939942	2.2715539494063	5.26587506453278	4.97332644983652	43.4420925830322	84.1861985888832	90.6062639821029	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	Low_Density
CT	Connecticut	1997	Coastal	3.349	190519	56888	41476.18	4.3	30.2	7.8	8.1	4.3	2.6	12.2	15.2	12.6	20.72701376	Dem	440	6145	990.12	5472.02	100	94	194	88.7	12.73	9.0624	2154	2183.80196078431	4842	691.656340355225	178.166945607596	44982	427410	148585	620977	185	1.28396536279486	9.01761719916393	2.32905344879068	1.28396536279486	2.41863242759033	0.776351149596895	3.64287847118543	4.53866825918185	13.4314720812183	127.62317109585	44.3669752164825	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	1998	Coastal	3.365	196391	58362	42624.14	3.1	29.7	7.1	7	4	2.4	11.1	15.4	11.9	20.72701376	Dem	581	5238	1221.34	4833.28	100	92	192	87.46	12.07	8.459	1956.9	2011.34705882353	4842	694.960760016522	179.746327352354	32569	417161	134891	584621	173	0.921248142644874	8.8261515601783	2.10995542347697	1.1887072808321	2.08023774145617	0.713224368499257	3.29866270430906	4.57652303120357	9.67875185735513	123.970579494799	40.0864784546805	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	1999	Coastal	3.386	202352	59761	43908.46	1.4	31.5	8.2	7.9	4.3	2.5	9.9	16.7	12.16	20.72701376	Dem	707	5617	1121.18	5000.2	95	89	184	84.12	12.01	8.7824	2074.3	2123.92941176471	4842	699.297810821974	181.395990598757	15231	442382	155870	613483	181	0.413467217956291	9.30301240401654	2.42173656231542	1.26993502658004	2.33313644418193	0.73833431777909	2.9238038984052	4.93207324276432	4.49822799763733	130.6503248671	46.0336680448907	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2000	Coastal	3.412	216158	63352	45035.54	3.5	30.7	8.6	8.7	4.5	2.6	10.6	16.3	12.53	20.72701376	Dem	360	6112	1096.48	5322.76	91	88	179	86.06	13.51	10.5014	2342.6	2574.42156862745	4842	704.667492771582	183.093000477138	36246	428736	163696	628678	184	1.02579132473623	8.99765533411489	2.52051582649472	1.31887456037515	2.54982415005862	0.762016412661196	3.10668229777257	4.77725674091442	10.6230949589683	125.655334114889	47.9765533411489	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2001	Coastal	3.433	218135	63540	45094.12	3.8	29.9	7.8	8.5	4.3	2.4	9.5	16.9	12.11	18.5113161	Dem	570	5673	1116.62	5075.8	94	86	180	90.08	13.49	10.9236	2315.8	2580.99607843137	4842	709.004543577034	184.57483362918	39991	418855	149344	608190	177	1.10690358287212	8.70958345470434	2.27206524905331	1.25254879114477	2.47596854063501	0.69909699970871	2.76725895718031	4.9228080396155	11.6489950480629	122.00844742208	43.5024759685406	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2002	Coastal	3.459	216678	62641	45644.56	3.3	27.2	9.6	8.2	4.1	2.3	8.6	16.8	11.6	18.5113161	Dem	617	5698	1208.78	5216.14	84	79	163	86.52	13.02	10.3344	2191.2	2444.79803921569	4842	714.374225526642	186.046846831836	34206	382283	181665	598154	172	0.954032957502168	7.86354437698757	2.77536860364267	1.18531367447239	2.37062734894478	0.66493206128939	2.48626770742989	4.85689505637467	9.88898525585429	110.51835790691	52.5195143104944	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2003	Coastal	3.484	219186	62912	46520.34	4	30.7	8.3	9.8	5	2.8	7.9	17.6	12.3	18.5113161	Dem	556	6461	1110	5364.18	63	83	146	83.46	14.42	11.523	2647.5	2731.26078431373	4842	719.537381247418	187.341174859819	41864	434313	157252	633429	181	1.14810562571757	8.81171067738232	2.38231917336395	1.43513203214696	2.81285878300804	0.803673938002296	2.26750861079219	5.05166475315729	12.01607347876	124.659299655568	45.1354764638347	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2004	Coastal	3.496	233427	66769	47938.68	4.2	31.7	8.8	10.3	3.9	2.6	8.7	19.3	12.8	18.5113161	Dem	476	6154	1040.6	5199.5	100	80	180	89.66	15.94	13.0056	3031.9	3150.56470588235	4842	722.015695993391	188.603482018774	43997	451366	165862	661225	189	1.20137299771167	9.0675057208238	2.51716247139588	1.11556064073227	2.94622425629291	0.74370709382151	2.48855835240275	5.52059496567506	12.5849542334096	129.109267734554	47.4433638443936	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2005	Coastal	3.507	238550	68021	49166.98	4	30.8	9	9.3	3.7	2.6	9.9	18.3	12.5	10.54989512	Dem	749	6180	1209.9	5189.64	80	77	157	88.58	19.62	15.5804	3542.6	3777.48235294118	4842	724.287484510533	189.600863237592	42023	443947	171150	657120	187	1.14057599087539	8.78243512974052	2.56629597946963	1.05503279155974	2.65183917878529	0.741374394069005	2.8229255774166	5.21813515825492	11.9826062161391	126.588822355289	48.8023952095808	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2006	Coastal	3.517	248234	70581	50147.58	4.4	27.3	9.3	8.1	3.3	2.5	9.5	17.5	11.6	10.54989512	Dem	598	5421	1169.02	4884.82	86	78	164	91.3	23.09	17.5066	3898	4183.70392156863	4842	726.352746798843	190.617610992085	45722	391609	175870	613201	174	1.25106624964458	7.76229741256753	2.64429911856696	0.938299687233438	2.30309923230026	0.710833096388968	2.70116576627808	4.97583167472277	13.0002843332386	111.347455217515	50.0056866647711	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2007	Coastal	3.527	257953	73136	50533.24	3.8	26.6	9.7	8.3	3.3	2.2	8.8	17.4	11.4	10.54989512	Dem	563	5950	1228.26	5164.58	77	94	171	105.14	25.31	18.4852	4294.1	4448.66274509804	4842	728.418009087154	191.656045482065	39931	377002	183604	600537	170	1.07740289197618	7.54182024383329	2.75021264530763	0.935639353558265	2.35327473773745	0.623759569038843	2.49503827615537	4.93337113694358	11.3215197051318	106.890275021265	52.0567054153672	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2008	Coastal	3.546	257756	72689	50263.36	4.3	24.4	9	8.1	3.4	1.8	8	16.4	10.6	10.54989512	Dem	569	5910	1077.4	5484.22	100	86	186	113	29.1	21.6806	4575.8	5054.39411764706	4842	732.342007434944	192.886972390763	45188	339919	169802	554909	156	1.2126339537507	6.8809926677947	2.53807106598985	0.95882684715172	2.28426395939086	0.50761421319797	2.25606316976875	4.62492949802594	12.7433728144388	95.8598420755781	47.8855047941342	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2009	Coastal	3.562	244895	68752	48722.68	2.5	23.5	9.9	8.1	3.28	2	6.6	16	10.1	22.63672404	Dem	444	6106	1018.6	5450.84	100	100	200	121.62	23.65	17.508	3750.2	3821.13725490196	4842	735.646427096241	194.082993440119	26265	338792	188570	553627	155	0.701852891633914	6.59741718135879	2.7793374508703	0.920830993823694	2.27400336889388	0.561482313307131	1.85289163391353	4.49185850645705	7.3736664795059	95.1128579449747	52.9393599101628	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2010	Coastal	3.579	244355	68274	49301.36	2.7	22.9	10.8	7.6	3.4	1.9	7.7	15.9	10.2	22.63672404	Dem	786	5525	1275.38	5315.52	64	94	158	104.08	25.6	19.236	4003.4	4309.70588235294	4842	739.157372986369	195.294706859939	28711	331959	203814	564484	157	0.754400670578374	6.39843531712769	3.0176026823135	0.949986029617211	2.12349818385024	0.530874545962559	2.15143894942721	4.44258172673931	8.02207320480581	92.7518860016764	56.9471919530595	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2011	Coastal	3.589	238542	66464	49775.06	0.6	22	12.5	7.2	3.6	2	6.6	15.7	9.8	22.63672404	Dem	712	5607	1249.74	5250.4	100	97	197	97.44	28.16	22.3382	4352.5	4975.67843137255	4842	741.22263527468	196.342957486881	6081	317397	236016	559494	155	0.167177486765116	6.12984118138757	3.48286430760658	1.00306492059069	2.00612984118139	0.557258289217052	1.83895235441627	4.37447757035386	1.69434382836445	88.4360546113123	65.7609361939259	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
CT	Connecticut	2012	Coastal	3.595	240912	67013	50379.26	0.9	20.9	12.5	6.7	3.2	1.9	7.2	15.3	9.5	22.63672404	Dem	701	5032	1287.84	4644.16	93	92	185	95.16	28.63	22.6204	4226.9	4850.32941176471	4842	742.461792647666	197.361199995736	9290	300595	236260	546145	151	0.250347705146036	5.81363004172462	3.47705146036161	0.890125173852573	1.86369958275382	0.528511821974965	2.00278164116829	4.25591098748261	2.58414464534075	83.6147426981919	65.7190542420028	Rich	High_hdays	Low_cdays	High_P	Low_ExP	High_LCV	High_Density
